altmetric_id,mendeley_readers,citeulikereaders,blog_users,blogs_posts_count,news_unique_users,total_posts_count,wiki_posts_count,facebook_users,facebook_posts,twitter_users,twitter_posts,other_articles,mean,rank,perc,scored_higher_than,sample_size,users_lecturer,users_student_pg,users_student_phd,users_student_doct,users_researcher,users_other,users_prof_assoc,users_prof,users_medi,users_ss,users_psych,users_earth,users_agri,users_arts,users_id,users_au,altmetric_score,altmetric_score_1y,altmetric_score_6m,altmetric_score_3m,altmetric_score_1m
100001,74,0,1,1,1,2,0,0,0,0,0,5017152,5.941635968,389460,92,4627814,5017152,4,19,4,11,3,8,8,1,23,1,13,16,20,3,1,1,12.208,7,7,0,0
100016,255,4,10,10,0,430,1,203,215,187,189,5187054,6.124128646,9448,99,5177616,5187054,2,85,13,54,8,23,21,20,12,10,6,114,1,16,5,3,281.376,14.5,10.75,9.75,8.5
100029,338,5,7,7,5,35,1,0,0,15,15,5094648,6.036925692,36029,99,5058613,5094648,9,99,23,65,9,16,20,15,18,128,0,23,5,9,2,6,109.222,2.35,2.35,0,0
100059,464,15,11,12,1,23,2,0,0,8,8,5187054,6.124128646,39832,99,5147233,5187054,6,134,16,119,19,44,26,16,30,8,2,357,9,39,2,7,104.758,4.85,3,3,0
100063,1820,45,123,173,25,315,7,11,11,53,61,5181074,6.119711512,656,99,5180421,5181074,5,52,13,52,6,9,3,5,4,1,11,125,1,12,1,3,1034.21,39.838,28.038,17.878,0.25
100126,504,7,8,10,7,79,2,2,2,37,42,5163187,6.099348395,22782,99,5140404,5163187,12,114,25,93,13,46,36,60,30,253,2,102,4,21,2,15,155.606,52.3,31.1,0.5,0.25
100146,542,17,30,34,6,163,1,8,8,88,101,5168589,6.102312171,7393,99,5161217,5168589,9,132,29,113,29,62,36,35,87,104,13,144,11,63,2,17,322.874,39.1,6.1,4.1,1.1
100263,1310,65,57,63,10,271,5,4,4,162,174,5190687,6.12617051,2155,99,5188548,5190687,28,386,48,299,63,114,67,44,158,117,23,263,91,110,15,41,615.876,128.522,38.926,24.25,0
100285,11442,31,38,49,4,2732,0,166,172,2154,2421,5183409,6.120454183,103,99,5183370,5183409,226,919,763,1246,875,581,379,9371,97,108,4,466,7,155,15,70,2135.056,307.714,167.064,68.9,18.25
100558,296,8,7,11,3,36,5,3,3,5,12,5181074,6.119711512,57815,98,5123275,5181074,6,75,11,83,9,13,22,6,33,1,9,188,39,9,3,6,78.724,4,4,4,4
100579,268,10,24,28,1,158,3,0,0,98,114,5187343,6.124044064,10992,99,5176356,5187343,10,68,9,57,16,25,19,7,24,29,8,138,10,25,0,4,254.718,30.85,12.95,8.95,7.1
100619,295,2,7,9,11,152,2,3,3,108,119,5187054,6.124128646,11508,99,5175559,5187054,6,65,13,53,17,13,9,57,57,12,5,16,7,10,3,10,247.196,107.25,48.9,44.55,17.7
100630,333,5,9,9,7,34,1,2,3,9,11,5187054,6.124128646,30132,99,5156930,5187054,8,78,9,80,13,21,21,5,70,8,41,90,70,12,1,9,128.11,13.08,12.08,0,0
100631,116,2,3,3,0,44,2,27,29,7,7,5190687,6.12617051,135263,97,5055423,5190687,3,37,5,32,6,8,9,1,23,1,31,27,23,4,1,1,36.98,3.25,0.25,0.25,0.25
100633,133,3,8,9,4,19,1,2,2,2,2,5154018,6.0935549,44368,99,5109669,5154018,6,39,9,16,9,10,9,10,27,0,11,60,13,7,1,7,95.556,1,0,0,0
100637,268,5,9,10,3,43,1,3,3,23,24,5160020,6.097705506,31897,99,5128146,5160020,7,70,14,46,11,19,12,5,83,6,28,70,53,12,1,5,121.608,9.072,8.072,8.072,1
100638,197,6,6,6,1,87,7,8,8,56,64,5187054,6.124128646,41362,99,5145686,5187054,3,42,18,35,9,14,17,6,46,2,14,53,46,6,2,3,101.9,19.93,3,0,0
100666,224,4,8,8,3,236,1,6,6,194,207,5190687,6.12617051,10687,99,5180016,5190687,7,63,7,49,10,15,3,8,32,29,2,5,5,10,3,7,259.502,39.4,30.15,26.9,10
100668,1278,8,2,3,1,14,2,0,0,7,7,5181137,6.119982068,143810,97,5037328,5181137,16,449,47,160,42,62,42,17,8,72,20,137,4,54,3,27,34.626,5,1,1,1
100728,452,8,22,27,12,246,1,18,19,142,161,5181137,6.119982068,5300,99,5175845,5181137,5,112,28,78,13,33,22,32,50,203,1,103,12,24,1,12,388.952,75.17,26.2,17.4,0
100809,0,6,9,12,0,15,1,0,0,2,2,5039474,5.964462927,78593,98,4960619,5039474,2,45,11,73,19,16,13,5,17,1,5,121,4,37,1,6,57.996,13.264,7.2,0,0
100850,1515,48,7,10,0,32,6,0,0,10,10,5163199,6.099302776,84293,98,5078925,5163199,10,464,56,376,33,130,68,17,6,0,54,1174,3,95,5,26,57.302,1.85,0.75,0.75,0
100923,694,4,2,2,0,29,0,1,1,25,26,5190641,6.126072083,156308,96,5034343,5190641,34,347,56,79,11,24,25,27,168,40,18,78,39,16,44,51,31.904,5.6,3.6,1,0
100941,50,6,2,2,0,7,0,1,1,4,4,5163343,6.099646697,314701,93,4848630,5163343,25,779,160,776,98,127,105,13,32,2,110,1715,5,126,13,45,15.704,1,1,1,0
100954,384,24,11,20,0,37,1,0,0,9,12,5168589,6.102312171,56834,98,5111780,5168589,2,106,19,112,15,25,19,4,4,0,8,318,2,34,2,5,79.382,1.25,0,0,0
100957,23,78,78,93,28,261,14,23,24,66,73,5181074,6.119711512,1295,99,5179833,5181074,188,3101,714,2370,439,584,443,193,43,20,37,14781,13,294,21,118,769.526,253.194,231.15,216.3,46.25
100986,350,2,7,7,7,87,2,20,20,48,51,5186943,6.124126568,23947,99,5163040,5186943,4,69,18,47,28,16,15,38,57,59,7,47,10,9,2,14,151.398,29.832,10.5,10.5,0.25
100995,389,4,6,12,1,30,2,0,0,12,13,5028501,5.964754893,79360,98,4949181,5028501,5,103,20,82,7,26,27,1,22,0,78,166,11,36,2,7,57.51,2.2,2.2,2.2,0
101012,2378,44,64,114,19,276,25,11,12,78,83,5171012,6.103046106,1886,99,5169272,5171012,35,696,73,560,73,173,110,79,172,30,83,1667,133,129,8,52,648.376,93.642,13.5,11.5,4
101070,63347,378,258,407,58,4992,12,347,366,3208,3839,5190502,6.125938631,8,99,5190496,5190502,1150,10297,3871,9128,3564,3115,2150,22106,881,9157,151,23906,176,1196,123,554,5029.716,1515.836,683.916,406.828,104.758
101124,211,3,5,5,1,15,9,0,0,0,0,4901725,5.826019284,105040,97,4796690,4901725,5,43,7,51,12,18,17,2,46,9,21,49,51,8,2,5,42.104,3,3,0,0
101201,275,62,4,5,1,25,2,0,0,17,17,5124816,6.064581767,90964,98,5033863,5124816,4,42,8,74,34,19,10,17,33,1,1,80,10,35,3,21,52.888,6.25,6.25,6.25,0
101202,379,61,18,21,1,56,0,2,2,32,32,5174174,6.105791669,23451,99,5150758,5174174,6,78,10,109,22,35,32,13,86,13,13,88,22,47,3,17,152.764,11.914,10.064,2,0
101273,294,2,6,8,1,20,3,0,0,8,8,5180561,6.10951281,89226,98,5091492,5180561,6,84,6,82,6,25,16,2,33,10,10,168,14,19,4,9,54.81,3,0,0,0
101417,4120,93,18,24,2,51,14,1,1,4,4,5110247,6.048250871,26597,99,5083656,5110247,48,640,263,585,203,185,126,1927,10,13,1,2084,0,52,3,18,136.53,4,1,0,0
101422,406,11,15,16,1,33,4,0,0,9,9,5065088,6.001286659,30191,99,5034922,5065088,2,121,24,85,7,40,21,2,1,2,5,361,1,31,3,10,122.366,8.08,0,0,0
101553,509,0,7,7,1,12,0,1,1,3,3,5090501,6.030378792,80194,98,5010482,5090501,8,153,27,129,11,36,21,3,5,3,11,386,1,24,1,13,58.336,1.85,1.85,0,0
101554,118,23,2,2,0,9,1,0,0,4,4,4823705,5.758230668,201226,95,4622530,4823705,2,23,3,39,8,17,5,10,11,1,0,61,1,12,1,10,21.534,1.85,0,0,0
101639,389,10,10,17,4,22,1,0,0,0,0,4761851,5.496316434,35072,99,4726935,4761851,4,110,12,109,11,26,11,1,12,1,206,73,0,13,3,8,94.44,20.08,0,0,0
101655,2202,453,13,32,0,62,3,0,0,18,25,5163226,6.099282123,44044,99,5119182,5163226,32,310,47,403,212,132,104,265,440,40,31,469,143,195,26,102,96.362,14.008,2,2,0
101689,621,4,6,8,1,19,0,1,1,3,3,5187054,6.124128646,94515,98,5092548,5187054,6,154,32,182,35,38,26,0,26,1,96,203,2,39,4,10,52.118,5,5,5,5
101715,370,15,6,7,1,64,1,1,1,50,52,5187054,6.124128646,41527,99,5145536,5187054,4,164,24,53,10,35,8,11,113,23,1,12,6,42,4,7,101.594,2,1,1,0
101767,686,7,20,28,14,262,2,20,21,176,180,5187054,6.124128646,4898,99,5182168,5187054,18,162,48,115,26,57,37,23,81,341,1,61,6,31,2,16,406.604,83.63,62.55,22.08,5.08
101782,1159,4,3,3,1,9,1,0,0,1,1,4772447,5.721246883,108797,97,4663738,4772447,18,258,77,207,49,50,28,410,68,153,2,317,5,17,1,26,38.722,9,0,0,0
101822,390,8,16,19,2,47,1,1,1,19,22,5032982,5.970211386,25617,99,5007358,5032982,14,120,29,70,13,43,30,3,80,108,10,56,2,60,3,8,136.42,3.2,1,0,0
101824,761,8,38,42,56,1341,2,65,66,1032,1105,5189798,6.125510309,298,99,5189500,5189798,15,188,57,122,36,50,37,178,147,289,0,71,16,34,3,21,1437.774,533.972,419.51,180.13,122.38
101966,985,47,25,34,6,89,6,1,1,29,37,5187054,6.124128646,11762,99,5175302,5187054,10,258,24,307,46,92,65,81,8,4,3,733,2,61,5,23,243.71,33.584,15.25,4.25,1.25
101970,559,9,32,35,4,1367,2,114,118,1118,1176,5184101,6.120605763,484,99,5183792,5184101,9,209,32,116,23,47,26,36,36,13,13,224,5,29,3,5,1179.714,61.516,35.516,21.066,1
102046,666,17,13,16,4,44,2,3,3,15,17,5141487,6.080691902,27817,99,5113672,5141487,6,145,21,129,32,46,26,80,15,41,1,332,4,32,3,9,133.742,1.5,1,0,0
102093,676,2,82,101,69,877,15,69,75,414,514,5187004,6.12413708,277,99,5186759,5187004,5,93,38,76,39,42,24,239,75,65,1,184,13,39,3,17,1473.044,588.232,438.012,284.88,45.55
102094,197,10,56,71,41,947,9,70,77,633,695,5183781,6.120547774,407,99,5183504,5183781,7,24,11,32,18,16,5,65,16,20,1,58,4,10,4,8,1266.086,287.462,233.676,224.676,19.25
102096,667,30,17,26,2,100,1,3,3,58,61,5187054,6.124128646,19775,99,5167285,5187054,18,127,18,110,42,38,38,61,142,18,11,139,49,45,3,25,172.378,52.492,4.55,1.85,1.85
102110,230,11,10,12,0,33,1,0,0,19,19,5187004,6.12413708,57397,98,5129651,5187004,3,33,13,45,30,17,11,36,63,10,2,29,10,30,3,12,79.282,10.18,3.1,3.1,3.1
102185,1532,37,1,1,0,6,1,0,0,3,3,4742359,5.486460367,304511,93,4437876,4742359,6,390,59,287,39,120,66,15,47,3,59,595,2,91,7,25,13.668,0,0,0,0
102244,615,8,7,9,1,23,1,1,1,3,11,5180664,6.119978228,83712,98,5097162,5180664,10,197,18,180,14,46,34,5,4,1,6,125,1,29,4,15,58.022,0.5,0.5,0.25,0
102274,1095,19,34,56,15,137,10,6,6,26,41,5187004,6.12413708,5828,99,5181215,5187004,12,322,27,234,29,76,54,27,97,18,38,745,69,57,3,22,370.468,66.114,47.864,32.864,10
102304,854,10,11,12,1,15,0,0,0,1,1,5177673,6.106933594,60857,98,5116921,5177673,6,273,31,203,31,56,38,116,3,3,1,453,2,39,2,12,75.332,0.5,0,0,0
102345,286,15,9,11,2,20,2,1,1,2,2,5187004,6.12413708,54865,98,5132186,5187004,5,67,4,97,20,26,18,79,2,2,1,145,2,26,1,13,82.094,30.24,10.24,0,0
102369,783,21,12,14,4,48,1,4,5,19,19,5163226,6.099282123,25426,99,5137805,5163226,4,233,25,208,38,68,47,99,12,39,2,546,2,70,6,15,143.882,10,7,7,7
102396,875,15,68,110,11,403,8,45,52,185,210,5182393,6.120430243,1566,99,5181051,5182393,26,146,58,154,85,74,50,311,41,300,0,123,6,28,9,31,710.196,116.142,28.55,1.5,0.5
102444,353,0,3,4,3,10,2,1,1,0,0,5190687,6.12617051,87715,98,5102977,5190687,7,68,15,73,17,44,34,39,10,171,2,84,6,10,2,15,55.898,0,0,0,0
102446,475,10,10,13,1,64,1,1,1,25,26,5158473,6.096473286,35140,99,5123490,5158473,12,138,25,123,17,42,32,58,36,209,1,114,1,30,1,15,113.528,11.35,1.35,1.35,1.35
102449,392,8,28,34,7,407,2,34,39,273,304,5181669,6.120147943,3513,99,5178201,5181669,5,132,12,78,19,24,18,23,54,152,4,103,3,32,3,18,487.178,96.268,44.53,27.63,18.93
102454,450,7,15,16,2,47,1,5,5,21,22,5181074,6.119711512,27098,99,5153977,5181074,10,139,25,85,14,37,21,12,45,252,1,53,9,33,2,13,138.27,12.75,12.5,0,0
102564,774,10,2,2,1,15,1,4,4,5,6,5154018,6.0935549,154587,96,4999297,5154018,6,202,35,174,32,55,39,123,19,135,1,431,2,43,2,15,31.85,2.35,2.35,2.1,0
102602,999,3,5,5,0,17,3,1,1,6,6,5185875,6.123009515,107785,97,5078084,5185875,18,420,99,83,26,108,33,7,236,435,5,24,12,84,4,11,46.1,9.08,2,2,0
102628,810,6,21,24,11,288,3,30,32,134,160,5190641,6.126072083,4790,99,5185897,5190641,7,161,22,139,36,44,26,19,46,3,174,108,1,52,2,12,412.714,33.6,2.75,1.5,0
102636,154,1,6,7,4,16,3,1,1,0,0,5141487,6.080691902,58134,98,5083356,5141487,1,42,8,29,8,13,8,2,39,1,42,35,19,14,1,0,77.29,5,5,5,5
102683,1867,18,1,1,0,26,4,3,3,9,12,5181074,6.119711512,213436,95,4967682,5181074,20,557,96,343,37,96,63,208,12,44,4,1345,5,62,3,30,23.166,0,0,0,0
102691,467,4,9,10,3,43,2,3,3,20,22,5181074,6.119711512,40663,99,5140473,5181074,2,122,25,128,9,46,17,19,1,2,2,402,2,18,1,4,103.002,19.35,1.1,0.85,0.85
102697,173,2,6,6,1,44,1,2,2,27,30,5089682,6.030401234,57260,98,5032422,5089682,4,42,7,18,7,12,9,3,23,95,0,6,5,19,1,4,76.874,3.75,3.75,3,0
102748,999,11,10,15,1,20,2,0,0,2,2,5168589,6.102312171,59156,98,5109464,5168589,26,251,37,189,42,89,49,48,64,515,3,98,17,62,6,32,76.944,24.272,1,1,1
102782,191,16,3,3,0,8,5,0,0,0,0,5181137,6.119982068,221406,95,4959720,5181137,5,51,4,38,12,16,7,2,26,3,3,15,3,12,3,12,22.304,0,0,0,0
102806,2858,83,2,2,0,30,1,1,1,19,22,5110313,6.048214515,146473,97,4963875,5110313,14,831,112,690,69,138,66,41,5,1,7,2166,2,142,10,40,33.096,0,0,0,0
102922,1406,11,11,13,2,26,3,0,0,7,7,5187054,6.124128646,43371,99,5143692,5187054,34,367,79,287,29,115,74,202,51,735,3,222,31,56,2,32,98.294,21.25,19,8,8
102924,468,27,8,9,0,28,1,0,0,14,17,4937419,5.857278846,56722,98,4880769,4937419,12,139,20,124,12,50,24,8,40,46,9,161,15,41,3,18,72.758,1,0,0,0
102931,1237,10,17,24,2,65,4,2,2,26,27,5181074,6.119711512,21909,99,5159202,5181074,25,346,90,228,34,100,70,90,73,803,2,154,10,65,3,30,160.666,45.01,32.16,10,10
102979,1214,33,24,27,11,277,2,9,11,213,219,5192119,6.126089053,3885,99,5188241,5192119,30,319,62,224,52,84,64,87,94,583,8,180,15,58,5,33,462.982,210.784,35.75,32,2
102993,236,1,1,1,1,4,2,0,0,0,0,5186943,6.124126568,303774,94,4883196,5186943,4,59,28,17,5,13,7,8,58,135,0,10,9,9,1,1,16.384,3,3,3,3
103044,194,5,7,7,4,17,2,2,2,0,0,5076595,6.015103043,47348,99,5029334,5076595,5,48,7,42,6,17,18,11,36,0,31,76,22,12,1,6,88.62,10,10,0,0
103078,1493,76,2,3,1,6,0,0,0,2,2,5180664,6.119978228,233316,95,4947582,5180664,9,525,46,332,43,105,43,46,6,10,1,979,4,82,2,34,21.16,10,10,7,7
103125,276,13,4,6,1,32,1,0,0,19,21,4823705,5.758230668,75575,98,4748171,4823705,2,81,9,72,18,20,15,2,11,16,3,170,2,22,0,7,55.142,0.25,0,0,0
103127,380,14,4,5,2,10,1,1,1,1,1,4906918,5.831169822,72281,98,4834795,4906918,5,99,12,92,11,30,24,4,87,24,18,146,43,18,2,13,59.002,3,3,0,0
103235,1019,9,13,14,12,218,2,14,15,126,143,5181074,6.119711512,7160,99,5173931,5181074,12,285,100,165,44,77,60,59,155,586,1,92,7,53,4,20,329.742,78.82,39.42,10.5,7
103239,343,6,9,10,6,67,1,10,10,37,37,5128692,6.068583722,22852,99,5105850,5128692,10,91,22,66,18,39,13,23,60,144,9,60,3,34,3,2,153.346,13.75,1.25,0.25,0
103270,3124,29,3,4,0,5,1,0,0,0,0,5060128,5.99446353,233554,95,4826606,5060128,25,1073,113,797,58,176,86,132,2,8,5,2261,4,142,7,60,20.256,0,0,0,0
103331,157,4,6,6,7,47,1,1,1,26,30,5187054,6.124128646,31735,99,5155332,5187054,4,37,5,47,15,12,16,16,22,5,6,56,2,12,1,6,123.37,34.95,32.1,29.25,12
103370,769,15,15,15,4,93,1,3,3,58,63,5145285,6.082636696,17414,99,5128096,5145285,17,171,35,137,45,77,44,52,148,221,10,107,5,78,2,6,184.872,33.172,19.4,5.9,1
103437,3502,10,4,5,6,21,5,0,0,5,5,5190687,6.12617051,54311,98,5136381,5190687,35,1198,167,664,55,153,107,4,8,1,2,14,1,89,1,38,82.896,3,3,3,3
103749,708,22,2,2,2,14,1,0,0,5,5,5137705,6.077678369,111624,97,5026094,5137705,14,243,24,184,20,65,50,32,46,10,33,128,3,50,7,16,43.962,12.5,2.5,2.5,0
103783,998,13,22,26,15,264,3,4,4,173,196,5181137,6.119982068,4463,99,5176683,5181137,19,262,56,215,38,96,58,111,58,521,3,158,4,45,6,11,427.434,166.3,99.15,25,0
103831,669,39,9,9,1,69,0,1,1,46,54,5099368,6.04317049,33271,99,5066141,5099368,12,253,29,121,29,75,30,6,173,72,3,42,5,72,5,19,115.798,9.35,5.35,4.35,1.5
103898,646,17,13,16,0,86,3,14,14,38,52,5119197,6.059784772,36368,99,5083214,5119197,4,194,30,113,18,32,29,6,24,10,15,535,5,35,2,10,109.444,9.9,6.45,6.45,3.35
103901,2750,15,25,34,4,156,4,5,5,88,95,5181074,6.119711512,8525,99,5172550,5181074,44,853,176,360,90,156,141,63,436,1284,8,204,68,182,10,80,298.472,47.6,8.25,3,1
103941,337,10,9,11,6,197,1,28,29,127,143,5181074,6.119711512,12418,99,5168657,5181074,10,26,16,69,60,26,21,262,5,1,1,43,2,10,1,7,235.24,32.37,11,7.5,0.25
103997,555,10,16,17,14,57,13,1,1,7,9,5187397,6.124536413,12521,99,5174889,5187397,6,131,17,116,23,42,37,1,7,2,256,199,4,27,1,6,234.312,83.504,83.504,83.504,44.504
104030,578,43,10,11,1,264,5,7,8,66,238,5190641,6.126072083,28555,99,5162102,5190641,6,160,18,164,28,41,43,15,9,6,32,403,6,55,7,21,133.434,35.7,27.9,19.9,14.35
104038,2905,44,7,7,3,28,10,1,2,4,6,5165331,6.099975391,68522,98,5096819,5165331,19,941,146,429,54,129,76,184,5,8,5,2188,4,108,3,45,68.26,9.75,0.5,0,0
104063,931,27,29,40,2,57,3,2,2,5,9,5187054,6.124128646,16480,99,5170583,5187054,6,237,22,225,27,58,35,23,7,2,1,682,2,50,6,15,194.708,26.552,14,14,0
104064,855,6,1,1,0,7,3,0,0,2,2,5190687,6.12617051,437562,91,4753112,5190687,11,248,50,201,23,74,46,5,8,2,18,556,2,38,2,7,11.54,1.5,1.5,1,1
104086,373,10,6,7,2,22,1,1,1,9,10,5114651,6.054304773,68488,98,5046175,5114651,10,101,23,93,7,39,21,37,23,178,1,84,1,10,2,6,67.154,8,0,0,0
104110,281,3,4,4,0,8,1,1,1,1,1,5137613,6.077485337,148847,97,4988794,5137613,8,72,17,61,17,23,8,92,1,1,1,152,2,12,3,8,32.934,9,9,0,0
104116,188,2,2,2,0,5,1,0,0,2,2,5133487,6.072183355,290357,94,4843115,5133487,4,51,9,23,11,10,8,17,34,1,10,102,10,4,1,2,16.908,3,3,3,3
104127,429,71,12,14,0,43,2,1,1,25,26,5187004,6.12413708,40389,99,5146637,5187004,4,79,12,86,44,27,36,26,102,14,3,103,14,44,3,39,103.662,14.9,4.8,4.8,0
104134,1024,4,18,19,26,253,3,42,43,118,122,5190641,6.126072083,3890,99,5186767,5190641,10,175,83,171,60,66,34,151,76,534,7,117,13,47,2,14,462.746,231.852,204.602,150.75,31.75
104218,707,10,8,11,2,16,1,0,0,2,2,5180928,6.119831603,76458,98,5104589,5180928,8,197,22,179,18,77,42,18,4,3,3,591,0,40,3,12,62.656,5.56,5.56,5.56,0
104287,758,15,3,4,1,13,0,0,0,7,8,4937419,5.857278846,127917,97,4809566,4937419,10,245,31,172,23,58,50,104,6,64,1,383,3,41,2,23,35.21,2.5,0,0,0
104482,1063,12,4,4,0,25,3,1,1,8,10,5165331,6.099975391,128768,97,5036584,5165331,10,333,41,309,19,120,49,166,1,168,2,541,5,97,2,32,38.466,5.33,5.33,0.25,0
104509,411,13,17,21,3,72,2,1,1,41,44,5190641,6.126072083,19251,99,5171435,5190641,7,79,22,96,23,31,25,55,76,13,6,73,7,31,3,15,175.624,46.522,32.346,8.58,8.08
104514,266,28,23,25,6,189,0,9,9,121,138,5187054,6.124128646,8622,99,5178445,5187054,6,70,19,57,11,15,16,13,29,109,3,56,2,14,3,6,297.036,74.87,50.25,20,0
104524,329,12,11,12,2,30,2,0,0,9,9,5190641,6.126072083,41721,99,5148936,5190641,4,39,15,42,12,19,22,27,42,7,5,51,7,14,1,8,101.376,14.5,11.5,0,0
104681,1134,3,21,25,5,166,3,4,4,85,125,5190641,6.126072083,11461,99,5179211,5190641,10,253,42,328,49,69,61,2,12,5,244,548,2,42,9,22,248.236,6.85,1.5,1,1
104708,112,1,14,17,1,33,1,1,1,11,13,5180664,6.119978228,39797,99,5141123,5180664,3,22,2,20,11,15,5,1,43,5,4,28,6,11,1,1,104.668,4.5,4.5,0.5,0
104764,1086,152,10,13,3,237,0,9,9,178,197,5181074,6.119711512,12947,99,5168184,5181074,6,354,33,338,47,54,23,46,12,11,10,756,2,106,6,43,229.018,65.21,16.53,6.6,1.25
104895,1036,6,5,6,2,99,6,6,6,67,76,5190641,6.126072083,38460,99,5152219,5190641,17,220,54,215,70,63,59,522,93,61,4,165,9,44,10,33,107.564,29,14.8,10.5,4
104939,533,3,20,21,3,3757,0,101,103,3286,3525,5185017,6.122024167,47,99,5185071,5185017,11,177,23,123,21,27,21,26,21,88,16,173,6,42,6,18,2792.414,386.9,288.3,20.6,4.85
104970,319,6,5,6,2,20,0,1,1,10,10,5060128,5.99446353,73172,98,4986998,5060128,5,91,12,71,15,24,13,46,12,2,1,77,4,10,4,2,62.204,0,0,0,0
104984,1155,16,6,6,1,17,1,1,1,6,6,5181074,6.119711512,83478,98,5097642,5181074,12,396,45,275,20,80,50,9,3,4,2,39,2,63,4,17,58.184,18.112,3,3,3
105084,1645,15,4,4,0,41,25,1,1,10,10,5181074,6.119711512,124999,97,5056117,5181074,20,410,78,316,39,108,69,20,20,3,65,1221,3,81,1,15,39.92,4,4,1,0
105197,160,0,1,1,2,112,3,7,7,29,98,5187004,6.12413708,93217,98,5093797,5187004,1,36,4,38,7,8,5,6,21,6,12,33,1,8,2,1,52.846,37.9,36.9,1,1
105203,4513,15,6,6,4,38,5,3,4,17,17,5181074,6.119711512,45213,99,5135878,5181074,45,808,245,704,190,148,110,12,53,2,121,1983,5,95,19,51,95.082,21.5,8,0,0
105207,544,10,4,4,8,45,2,3,4,24,25,5181074,6.119711512,36124,99,5144965,5181074,12,95,23,96,17,20,30,50,69,18,35,135,6,15,6,10,112.166,73.48,59.58,4,0
105212,140,1,1,1,1,31,1,7,7,19,21,5060128,5.99446353,138484,97,4921671,5060128,1,33,5,30,4,5,6,20,4,0,3,66,1,10,2,2,34.346,0,0,0,0
105232,708,13,6,7,2,110,4,7,7,80,83,5190641,6.126072083,28333,99,5162321,5190641,7,196,32,169,14,49,37,35,12,5,6,542,8,39,0,5,134.15,24.85,2.25,1,0
105323,503,0,1,1,1,29,2,2,2,16,19,5017345,5.941673619,133414,97,4883929,5017345,12,81,31,87,22,19,14,282,94,13,0,40,5,8,4,10,34.966,0.25,0.25,0,0
105409,200,37,12,14,0,53,0,1,1,28,34,5110313,6.048214515,43691,99,5066661,5110313,1,38,3,86,20,10,5,17,12,0,6,96,2,32,3,8,95.222,3,3,3,1
105583,671,15,6,7,1,11,2,0,0,1,1,4680920,5.698715499,71700,98,4609263,4680920,9,184,33,124,22,55,38,43,35,328,2,128,9,45,3,13,55.25,0,0,0,0
105593,815,28,43,47,3,443,2,41,41,298,324,5181074,6.119711512,2406,99,5178669,5181074,15,207,31,228,37,66,45,42,44,43,22,461,5,56,3,33,581.758,27.504,9.05,6.05,1
105885,301,16,6,7,4,48,14,9,14,9,9,5131029,6.071121341,45342,99,5085741,5131029,1,53,10,29,6,11,9,6,11,3,7,152,11,12,1,0,93.286,32,28,3,3
105893,235,1,3,3,0,4,1,0,0,0,0,3909012,5.014618567,125584,96,3770464,3909012,7,65,15,32,10,18,21,4,40,2,28,114,23,15,1,7,22.904,0,0,0,0
105897,350,6,20,22,11,58,5,2,3,10,12,5133432,6.072160042,12238,99,5121244,5133432,10,84,11,57,15,26,25,4,96,9,37,117,67,14,2,9,233.224,51.36,17.08,11,0
105905,625,4,6,6,4,25,5,2,2,4,4,5103944,6.045129348,52080,98,5051883,5103944,13,163,16,114,28,42,37,15,118,25,69,314,38,40,1,16,83.166,8.08,0,0,0
106016,855,11,14,15,3,47,4,7,7,13,14,5128650,6.068704596,31241,99,5097446,5128650,7,217,53,148,23,62,38,137,21,237,1,414,7,33,1,12,122.116,14.07,10.07,10.07,0.75
106017,1673,10,9,14,3,50,4,2,2,14,14,5174102,6.105731411,41575,99,5132582,5174102,14,447,88,303,45,134,78,227,39,346,5,923,7,80,6,26,101.014,24.33,16.33,16.33,10
106057,2686,12,13,13,1,24,6,0,0,4,4,4929656,5.850406396,33680,99,4895957,4929656,29,783,163,607,83,179,108,519,45,1156,3,518,15,140,8,57,107.132,20.58,3,0,0
106188,206,4,15,15,9,35,3,1,1,5,5,5187054,6.124128646,17721,99,5169342,5187054,5,42,17,41,8,16,14,1,1,3,52,129,3,14,1,3,185.44,21.5,0.5,0.5,0.5
106237,2069,10,2,2,1,10,1,0,0,5,5,4991815,5.904450326,143250,97,4848605,4991815,18,856,98,367,19,97,58,2,4,0,4,20,4,78,1,25,32.118,13,0,0,0
106261,898,15,10,12,6,64,1,8,9,19,25,5163199,6.099302776,26059,99,5137153,5163199,5,243,39,239,42,80,40,221,8,5,1,528,3,52,4,9,141.328,23.32,22.32,10,0
106265,1258,14,5,5,1,10,1,0,0,2,2,5141502,6.08062342,97491,98,5044004,5141502,8,347,58,294,29,79,53,156,11,9,2,920,2,53,3,15,49.924,5.104,5.104,0,0
106301,588,1,2,2,3,13,6,0,0,2,2,5045059,5.975243971,110692,97,4934373,5045059,6,132,23,98,16,37,38,3,7,0,347,82,3,22,2,12,42.606,22,0,0,0
106514,894,0,1,2,0,28,1,0,0,24,24,5173976,6.105701133,159417,96,5014586,5173976,8,180,25,167,31,30,32,4,10,1,50,571,1,29,4,9,31.046,3.85,3,0,0
106524,1662,21,20,24,7,115,5,0,0,67,70,5181074,6.119711512,10420,99,5170671,5181074,17,416,85,310,44,80,49,2,27,4,77,1123,8,51,9,34,263.274,45.754,24.504,2,2
