altmetric_id,mendeley_readers,citeulikereaders,blog_users,blogs_posts_count,news_unique_users,total_posts_count,wiki_posts_count,facebook_users,facebook_posts,twitter_users,twitter_posts,other_articles,mean,rank,perc,scored_higher_than,sample_size,users_lecturer,users_student_pg,users_student_phd,users_student_doct,users_researcher,users_other,users_prof_assoc,users_prof,users_medi,users_ss,users_psych,users_earth,users_agri,users_arts,users_id,users_au,altmetric_score,altmetric_score_1y,altmetric_score_6m,altmetric_score_3m,altmetric_score_1m
1443069,1214,11,1,1,0,6,2,0,0,3,3,4753611,5.491469592,326195,93,4427636,4753611,13,369,60,259,46,101,70,10,34,8,20,810,3,79,6,25,12.868,1,0,0,0
1444730,514,19,2,2,0,10,1,0,0,7,7,5037611,5.974975612,237093,95,4800814,5037611,12,98,20,143,37,64,51,209,16,54,3,109,1,37,2,23,19.884,0.5,0,0,0
1445285,504,0,3,3,2,9,1,0,0,2,2,5181137,6.119982068,112546,97,5068600,5181137,9,119,28,68,22,19,20,24,73,134,13,46,19,21,2,13,44.264,34.104,21.92,0,0
1446659,689,12,4,4,4,24,7,0,0,7,7,5180928,6.119831603,65141,98,5115932,5180928,19,187,66,52,9,33,24,14,149,206,1,5,7,14,4,13,71.546,19.55,6.55,0,0
1453446,1451,8,0,0,0,8,1,0,0,2,4,5187054,6.124128646,369518,92,4815650,5187054,19,404,93,292,39,58,36,7,354,12,118,145,34,38,13,24,13.5,3.5,3.5,3.5,3
1458193,7428,3,1,1,0,10,2,0,0,7,7,5051149,5.976242629,294772,94,4756427,5051149,184,1316,417,672,205,328,250,15,191,10,2,14,4,90,12,32,16.094,3.7,3.7,0,0
1460898,2475,6,6,6,0,48,1,3,3,34,36,5047430,5.97563943,79833,98,4967603,5047430,12,718,91,547,37,110,61,148,6,1,3,2009,3,71,2,26,57.532,15.608,5.608,0,0
1461433,604,0,2,2,1,8,0,0,0,3,3,5180928,6.119831603,200323,96,4980747,5180928,4,150,22,120,18,31,31,9,79,1,26,248,7,28,2,4,24.676,2,2,0,0
1464375,200,0,1,1,0,20,0,0,0,17,18,5186943,6.124126568,209543,95,4977458,5186943,2,30,20,14,11,4,4,75,40,16,1,10,4,4,1,2,23.678,11.428,10.428,1.1,0
1467197,768,1,2,2,1,9,2,0,0,4,4,5068191,6.003112573,148398,97,4919782,5068191,11,287,34,116,19,65,36,11,71,95,1,28,2,50,1,14,32.096,0,0,0,0
1467543,737,1,2,2,0,4,1,0,0,1,1,5110354,6.048187122,218351,95,4892016,5110354,9,286,34,86,12,53,23,2,245,2,3,9,18,40,1,12,22.072,3,3,3,3
1468600,1501,3,3,3,0,66,1,3,3,53,59,5036385,5.965970972,74799,98,4961395,5036385,24,507,70,270,31,69,76,92,59,698,1,195,22,74,8,47,60.398,16.55,14.55,0,0
1469374,725,0,2,3,0,6,1,0,0,1,1,4977898,5.892430939,270592,94,4707295,4977898,7,258,24,170,21,66,40,10,4,2,9,52,5,48,3,9,17.016,0,0,0,0
1470052,495,0,3,3,1,6,2,0,0,0,0,4774035,5.721634427,117151,97,4657248,4774035,15,126,30,68,12,37,12,7,41,212,2,25,62,22,2,11,36.024,0,0,0,0
1470159,801,0,1,1,1,4,1,0,0,1,1,5168622,6.102361575,238545,95,4930141,5168622,25,331,72,88,11,77,35,7,606,18,5,5,38,40,5,16,20.616,11,8,8,8
1470349,152,0,2,2,1,4,1,0,0,0,0,5067987,6.003864519,189003,96,4879366,5067987,9,33,3,33,5,7,19,7,27,2,22,66,14,6,0,4,25.112,8,8,0,0
1471408,559,4,9,9,9,205,2,16,17,144,161,5181074,6.119711512,11693,99,5169410,5181074,3,125,25,149,31,32,12,103,7,1,1,372,0,15,2,6,244.18,8.85,1,0,0
1473882,17872,16,1,1,0,6,1,0,0,3,3,5187167,6.124090107,393154,92,4792228,5187167,264,2997,926,2732,623,682,518,32,44,7,124,13166,11,239,22,89,12.75,1.25,1.25,1,1
1481497,277,14,22,24,3,1125,1,127,130,852,938,5187054,6.124128646,1006,99,5186060,5187054,1,56,10,64,14,20,50,28,15,18,9,127,5,10,0,2,863.298,13.1,11.25,0,0
1481549,360,1,5,5,11,118,1,9,9,70,78,5190687,6.12617051,18124,99,5172569,5190687,3,84,14,55,14,18,17,11,14,1,68,39,2,19,0,1,182.902,38,37,7,7
1481723,258,3,4,4,14,67,2,6,6,24,26,5165445,6.099784054,17887,99,5147562,5165445,5,82,12,64,4,24,12,3,3,0,180,12,1,14,2,2,182.972,7,7,0,0
1483889,371,0,1,1,0,16,0,2,2,12,13,5177673,6.106933594,279598,94,4898097,5177673,6,86,28,62,16,23,17,82,20,87,2,148,2,15,1,8,17.69,8.5,8,8,0
1489302,456,0,2,2,1,18,7,1,1,7,7,5187054,6.124128646,144485,97,5042357,5187054,1,136,16,97,13,27,17,3,3,1,137,134,1,21,5,16,34.5,6.05,3.05,3.05,3.05
1489482,219,5,1,1,0,5,1,0,0,2,2,4725882,5.583326651,295081,93,4430755,4725882,4,49,16,72,8,22,14,4,5,1,5,193,0,7,2,3,14.096,0,0,0,0
1490592,111,0,9,10,3,20,4,0,0,1,1,5174174,6.105791669,49355,99,5124834,5174174,2,25,3,33,4,17,8,2,14,2,5,73,12,6,0,4,88.718,56.256,48.048,0,0
1491001,719,4,4,4,3,14,1,0,0,5,6,5068710,6.0068001,75420,98,4993533,5068710,6,185,48,126,23,46,21,78,37,390,0,173,4,30,2,9,60.862,46.272,46.272,0,0
1492154,565,12,1,2,5,56,1,0,0,44,47,5187054,6.124128646,58163,98,5128898,5187054,8,171,13,172,22,28,9,29,1,1,1,427,1,27,1,10,78.496,4.5,1.5,1.5,1
1493728,1573,8,2,2,0,4,1,0,0,1,1,4775420,5.72263051,229548,95,4546149,4775420,14,487,91,273,22,79,47,92,3,0,27,929,1,45,2,16,18.688,1,0,0,0
1497772,298,0,14,14,11,171,0,30,30,92,105,5181074,6.119711512,9183,99,5171921,5181074,9,76,30,40,11,29,13,29,27,190,0,23,6,12,1,3,285.718,33.516,9.766,0.5,0
150228,502,3,5,6,3,16,1,0,0,4,4,5160137,6.097563732,68801,98,5091348,5160137,9,116,21,114,17,31,30,4,24,5,13,297,7,23,3,18,67.96,24.104,0,0,0
150444,449,4,1,1,0,6,2,0,0,1,1,4790642,5.733383764,375705,92,4415004,4790642,1,129,25,118,16,29,29,35,3,6,1,277,1,20,1,11,11.866,0.25,0,0,0
150531,841,24,1,1,0,6,1,0,0,2,2,5187054,6.124128646,399613,92,4787425,5187054,12,256,30,246,12,68,44,89,1,1,0,648,1,35,3,13,12.524,1,0,0,0
150778,752,7,9,9,3,47,2,4,4,23,27,5181074,6.119711512,34159,99,5146916,5181074,9,197,42,146,29,66,39,48,55,279,1,116,8,33,1,13,116.708,4.7,4.7,2.7,0
150891,1230,6,5,5,0,21,9,3,3,3,3,5005286,5.928920497,106542,97,4898747,5005286,10,290,57,247,31,71,56,6,3,2,14,1074,3,36,3,6,43.478,0,0,0,0
150917,737,0,1,2,6,15,5,0,0,0,0,5099300,6.042873243,80941,98,5018366,5099300,11,165,34,146,17,49,44,2,48,3,118,373,25,44,3,9,58.08,47.08,23.08,20.08,0
151666,576,8,4,4,3,13,1,0,0,3,3,5148263,6.086726062,75843,98,5072723,5148263,6,143,26,173,17,36,33,15,32,1,141,154,7,22,4,7,62.396,29.356,3,3,0
151698,510,3,5,5,1,14,1,1,1,3,3,5104484,6.044944988,97466,98,5007100,5104484,5,106,23,112,24,25,23,1,18,1,17,269,1,21,2,9,49.22,5.016,5.016,5.016,0
152669,0,0,1,1,0,4,1,0,0,1,1,3856933,5.033716852,273225,92,3584327,3856933,8,231,16,184,14,76,34,20,5,1,2,442,4,36,3,19,11.362,0,0,0,0
153874,279,1,1,1,0,12,3,0,0,2,2,4691823,5.431836121,268032,94,4421548,4691823,4,45,13,56,10,38,23,14,30,13,11,165,15,14,1,3,15,1,0,0,0
154459,415,8,1,1,1,6,1,0,0,0,0,4927808,5.849655835,154737,96,4772612,4927808,4,98,18,114,19,21,21,2,26,1,24,209,2,22,3,7,29,3,3,0,0
156983,954,6,3,3,2,7,1,0,0,0,0,5180664,6.119978228,135304,97,5045623,5180664,10,220,27,207,37,48,46,5,11,1,61,634,4,41,15,5,36.832,0,0,0,0
157687,821,22,1,1,1,10,0,1,1,5,5,5180722,6.109528412,222861,95,4957063,5180722,11,213,44,125,29,67,38,57,60,322,1,129,70,32,4,20,22.114,1,1,0,0
1504866,1722,0,2,2,3,7,0,0,0,0,0,5141487,6.080691902,144947,97,4996542,5141487,18,405,80,333,53,69,63,2,22,4,57,1067,6,40,11,26,33.896,26.896,20.08,20.08,20.08
1508117,767,2,1,1,0,1,0,0,0,0,0,3685758,4.946915554,503133,86,3182488,3685758,27,207,135,57,20,30,26,8,496,19,2,11,33,28,5,15,6.096,0,0,0,0
1509577,445,0,1,1,2,15,1,1,1,6,6,5035251,5.960350815,143934,97,4891368,5035251,14,69,26,79,21,19,19,154,114,102,1,23,12,10,4,10,32.592,18.85,18.85,18.85,0
1511283,690,8,2,2,1,98,1,0,0,80,93,5181074,6.119711512,61238,98,5119857,5181074,2,243,23,187,19,32,11,6,1,0,6,530,3,46,6,7,75.15,11.58,3,0,0
1516765,442,23,9,15,8,342,1,5,5,283,306,5184391,6.121488091,6689,99,5177713,5184391,5,45,10,65,32,26,21,47,150,8,1,26,20,34,3,30,342.172,100.15,36.158,21.158,10.558
1523883,381,0,2,5,1,6,0,0,0,0,0,5181137,6.119982068,228672,95,4952465,5181137,8,132,37,40,11,24,11,4,59,236,1,5,2,30,2,16,21.632,0,0,0,0
1523943,468,11,1,1,0,1,0,0,0,0,0,3684317,4.907283405,508291,86,3171605,3684317,13,168,34,78,18,52,18,13,252,35,3,42,9,33,3,9,6,0,0,0,0
1527978,463,5,29,44,7,1600,0,46,47,964,1408,5187004,6.12413708,680,99,5186356,5187004,3,96,19,91,28,46,32,32,62,78,4,118,13,38,6,23,1019.388,288.042,141.368,21.73,10.33
1528569,454,2,1,1,2,9,0,2,2,4,4,5099300,6.042873243,192162,96,4906341,5099300,3,122,22,53,11,14,7,28,13,2,28,61,3,7,1,5,25,16,16,10,0
1530465,171,0,1,1,3,18,1,4,4,9,9,5159944,6.097734892,103294,97,5056660,5159944,1,33,7,23,4,5,4,30,5,3,2,72,0,2,0,1,47.6,23,13.5,13.25,0
1534386,501,3,3,3,2,55,1,10,10,38,39,5163274,6.099345424,69596,98,5093679,5163274,12,65,55,78,63,37,13,395,12,7,2,38,1,11,0,2,67.37,15.08,15.08,15.08,0
1534648,231,1,9,13,7,260,0,23,24,171,205,5181137,6.119982068,10258,99,5170887,5181137,4,35,9,29,13,5,1,12,32,1,3,109,6,12,1,1,266.178,39.292,13.85,10.35,1
1534839,680,0,1,1,9,185,1,5,5,151,160,5181074,6.119711512,13412,99,5167678,5181074,11,96,41,126,41,15,16,311,120,12,2,110,12,19,2,9,223.554,35.7,18,0,0
1535272,638,1,8,9,12,342,1,11,11,268,292,5186943,6.124126568,5221,99,5181765,5186943,7,109,29,103,32,15,16,283,113,10,3,128,9,15,1,5,393.08,41.35,28,28,0
1535276,507,0,1,1,2,42,0,0,0,35,37,5085521,6.024358096,79464,98,5006206,5085521,12,85,20,106,36,9,12,174,113,13,1,97,8,20,1,9,58.654,7,7,0,0
1536590,227,16,7,7,2,227,0,3,3,193,203,5190687,6.12617051,14857,99,5175841,5190687,1,56,9,69,14,19,12,11,3,14,11,101,3,30,1,6,209.298,1,0,0,0
1541906,1570,50,2,2,0,4,2,0,0,0,0,4793529,5.738802703,331854,93,4461725,4793529,9,534,59,497,39,117,48,119,2,6,3,1089,4,99,3,42,13.24,0,0,0,0
1541945,771,18,1,1,0,3,2,0,0,0,0,4804531,5.746922468,367845,92,4429261,4804531,10,308,25,129,36,50,42,8,4,20,2,33,3,66,5,15,12,3,0,0,0
1541960,1463,0,1,1,0,1,0,0,0,0,0,3616176,4.931869854,328532,89,3253544,3616176,6,511,41,171,92,73,35,1,8,0,1,10,7,77,6,27,9,0,0,0,0
1543102,569,3,1,1,1,3,1,0,0,0,0,5163226,6.099282123,307574,93,4853174,5163226,2,169,32,112,10,49,28,116,10,2,0,385,2,13,1,6,16,4,4,0,0
1544724,25,2,1,1,0,24,2,4,4,17,17,5141502,6.08062342,184892,96,4956609,5141502,12,202,39,145,27,52,31,262,9,26,0,401,2,24,1,8,26.434,13.25,1,1,0
1549685,275,3,1,1,1,8,4,0,0,1,1,5099132,6.042796766,252752,95,4844661,5099132,5,69,13,66,11,33,23,13,35,4,23,158,24,14,1,7,19,8,8,8,3
1550303,135,0,4,5,28,207,2,16,17,126,131,5160020,6.097705506,5694,99,5154371,5160020,2,30,10,17,9,3,5,27,5,31,1,53,0,4,1,5,372.014,128,82,79,79
1552108,560,5,8,9,11,202,1,11,12,147,166,5190687,6.12617051,11238,99,5179455,5190687,8,122,22,143,36,25,18,4,3,1,24,364,3,17,2,12,251.398,40.854,37.504,34.504,0
1553517,213,0,6,8,17,171,2,9,12,117,124,5181074,6.119711512,10629,99,5170461,5181074,2,32,25,33,9,6,3,88,37,13,1,45,1,5,1,2,259.676,96.43,53.75,12.75,0
1554759,98,0,1,1,1,2,0,0,0,0,0,4716738,5.442139281,210556,95,4504736,4716738,4,21,1,23,6,9,10,1,15,2,12,47,12,3,1,1,19,10,0,0,0
1558228,218,3,1,1,0,3,1,0,0,1,1,5037615,5.96490937,380593,92,4656403,5037615,8,59,11,59,7,15,15,3,44,1,19,71,15,10,0,6,12.524,0,0,0,0
1560441,1385,30,6,7,3,227,1,3,3,171,206,5187054,6.124128646,19423,99,5167642,5187054,7,446,55,415,70,76,35,240,1,1,1,936,1,58,1,22,174.366,20.08,0,0,0
1560960,374,16,4,5,3,190,0,10,10,150,165,5186943,6.124126568,20634,99,5166358,5186943,5,104,10,98,21,42,23,18,26,11,3,113,1,25,5,9,167.728,4.7,3.7,3.2,0
1566860,13,1,1,1,0,7,1,1,1,3,3,5098160,6.040680088,299649,94,4798504,5098160,4,85,20,76,16,19,8,58,2,1,2,258,1,7,0,3,16.148,8.898,5.048,5.048,0
1576442,664,0,1,1,1,4,1,1,1,0,0,5056127,5.980011672,257817,94,4798477,5056127,10,190,44,130,19,49,37,79,23,228,1,287,6,36,2,10,18.346,13,3,0,0
1577824,1267,9,8,8,9,116,0,1,1,90,97,5181137,6.119982068,19697,99,5161449,5181137,8,377,43,295,35,61,21,83,1,2,1,1034,1,41,4,10,172.554,51.096,19.016,19.016,7
1586055,315,2,7,9,2,676,1,185,193,343,429,5181074,6.119711512,4572,99,5176502,5181074,3,29,24,46,32,8,7,155,13,8,2,93,1,16,2,4,421.05,96.57,52.4,29.3,12.85
1593859,60,0,1,1,1,5,1,0,0,2,2,5128768,6.06865029,205269,95,4923284,5128768,2,12,5,13,2,2,3,14,12,30,0,2,1,7,3,2,23.7,0,0,0,0
1599680,442,1,1,1,0,11,1,0,0,8,9,5182393,6.120430243,322954,93,4858760,5182393,7,106,41,37,15,16,12,21,106,67,4,3,9,13,2,17,15.35,8.75,0.5,0,0
160530,861,47,6,6,2,48,13,1,1,20,24,5128692,6.068583722,60121,98,5068573,5128692,3,271,26,215,21,52,31,56,12,4,1,689,4,40,4,32,74.89,31.028,10.2,7.2,0
161154,2378,139,2,2,0,10,2,0,0,3,3,4925544,5.848490516,191139,96,4734418,4925544,27,858,74,526,69,216,120,67,54,34,12,1119,13,160,4,64,23.508,0,0,0,0
162360,927,6,1,1,0,5,3,0,0,0,0,5181074,6.119711512,573687,88,4575390,5181074,25,257,41,207,26,73,61,94,34,404,2,212,32,50,1,18,9,3,3,3,3
163976,369,6,2,2,1,5,1,0,0,0,0,4725876,5.569829873,143218,96,4582656,4725876,1,112,11,114,14,36,26,30,1,2,1,200,1,16,2,10,28.376,5.376,0,0,0
164546,1013,19,7,8,0,14,1,0,0,1,1,5177113,6.117682817,99910,98,5078070,5177113,7,310,30,311,20,71,51,95,2,3,2,799,2,57,5,13,49.43,0,0,0,0
165941,0,0,1,1,1,5,1,0,0,0,0,5032690,5.970365352,234324,95,4797233,5032690,6,63,7,40,5,23,18,2,6,68,2,159,1,12,1,7,20,7,7,0,0
166628,1574,31,6,7,1,16,2,0,0,3,3,5036908,5.965735576,84150,98,4952268,5036908,17,542,52,387,22,129,67,102,10,827,2,344,9,112,3,43,54.69,0.5,0,0,0
167386,2807,5,6,6,4,20,1,0,0,8,8,5190687,6.12617051,58629,98,5132064,5190687,26,665,96,593,101,109,109,7,79,7,179,1691,12,112,18,32,78.076,10.5,10.5,0,0
169850,434,2,6,6,7,26,1,2,2,8,9,5099452,6.043313485,39898,99,5059635,5099452,6,89,11,94,13,22,14,0,10,1,58,200,3,15,1,9,101.69,40.712,20.08,0,0
1605665,468,4,1,1,0,13,1,1,1,3,3,5110313,6.048214515,334878,93,4774112,5110313,10,64,29,108,27,38,35,356,26,21,0,28,2,10,4,12,14.5,13.25,10.25,0,0
1610951,596,0,1,1,0,4,1,0,0,2,2,4527185,5.286786412,330801,92,4196403,4527185,5,117,19,127,41,10,9,3,7,0,13,397,1,6,3,6,11.89,0,0,0,0
1613687,1039,2,1,1,0,9,5,1,1,0,0,5141491,6.080702614,522134,89,4619291,5141491,22,224,119,81,25,41,37,48,174,603,1,14,11,38,8,19,9.89,3,3,3,3
1616008,1849,3,2,2,8,40,2,8,8,19,19,5085521,6.024358096,40529,99,5044996,5085521,14,669,77,326,23,79,39,2,5,0,1,9,3,42,7,28,99.942,3,3,0,0
1616123,100,0,9,9,21,226,3,30,34,132,149,5181074,6.119711512,5815,99,5175276,5181074,1,16,8,11,4,4,4,1,1,1,5,70,2,4,2,2,370.376,32.7,23.75,20.75,0.85
1616804,209,0,1,1,1,7,4,0,0,0,0,5163226,6.099282123,264482,94,4898707,5163226,7,47,9,52,5,22,17,2,41,3,46,68,22,7,5,4,18.58,3,3,3,0
1623442,1122,21,1,1,0,4,1,1,1,1,1,5137705,6.077678369,422702,91,4715034,5137705,11,308,51,137,43,41,33,5,58,6,11,26,21,23,4,30,11.814,6.064,6.064,6.064,6.064
1628518,243,1,1,1,2,92,0,1,1,75,88,5186943,6.124126568,63814,98,5123163,5186943,5,36,16,32,18,10,10,113,10,2,1,67,1,4,1,3,72.898,28.35,22.8,12.05,11.05
1631122,611,5,15,17,33,519,1,74,75,348,370,5190687,6.12617051,1768,99,5188935,5190687,3,167,15,130,12,32,15,66,2,10,2,457,2,23,2,10,669.298,28.884,1,1,0
1632258,248,0,4,7,18,131,1,33,35,48,56,5187004,6.12413708,12186,99,5174824,5187004,2,35,16,16,12,7,1,76,4,0,1,102,2,2,0,2,238.43,162.58,94.63,29.3,3.95
1638394,1748,9,2,3,1,40,2,0,0,26,29,5047430,5.97563943,111525,97,4935905,5047430,5,522,69,444,53,70,30,119,1,1,0,1406,1,62,3,24,42.326,5.376,0,0,0
1641294,248,6,1,1,0,2,1,0,0,0,0,3628824,4.938056448,234478,93,3388603,3628824,5,66,12,54,4,29,23,6,12,7,13,168,5,16,2,7,12,0,0,0,0
1642727,1081,10,5,6,1,148,1,4,4,110,117,5187054,6.124128646,32628,99,5154435,5187054,4,363,36,299,25,65,33,69,0,9,1,827,0,62,1,12,120.642,0,0,0,0
1645711,379,5,25,26,22,1415,1,465,480,740,798,5192119,6.126089053,491,99,5191679,5192119,5,77,19,70,17,21,19,26,3,1,8,238,1,14,0,10,1177.678,73.966,18.85,18.85,0
1649439,1431,16,23,27,59,739,1,74,76,495,526,5181074,6.119711512,570,99,5180534,5181074,5,480,61,278,32,56,35,144,8,172,3,881,3,81,4,14,1102.114,82.218,44.468,19.708,11.85
1660441,209,0,23,26,12,4060,2,549,567,3016,3212,5184101,6.120605763,37,99,5184092,5184101,1,49,11,42,15,16,11,20,23,6,7,107,9,5,2,3,3124.046,638.1,187,168.9,7.5
1663611,505,5,40,57,61,913,1,37,38,651,698,5181137,6.119982068,329,99,5180812,5181137,1,172,25,118,25,27,25,13,82,25,69,75,10,41,2,7,1388.638,191.822,51.066,20.25,20
1663683,189,9,11,13,22,153,5,9,9,91,97,5177673,6.106933594,7002,99,5170773,5177673,2,69,5,40,5,11,11,14,5,1,5,137,1,10,0,3,332.836,13.33,10.08,10.08,5.08
1664254,220,1,6,7,6,225,1,2,2,204,205,5180928,6.119831603,10516,99,5170532,5180928,1,43,6,49,3,12,6,2,18,1,17,68,1,5,1,2,261.652,168.764,15.016,0,0
1669523,221,2,2,2,5,56,0,11,11,34,38,5181074,6.119711512,50388,99,5130687,5181074,6,42,8,33,11,9,4,73,1,15,1,111,1,5,4,2,87.6,49.3,29.95,29.95,13
1684917,330,0,1,1,1,2,0,0,0,0,0,3684317,4.908988802,216428,94,3467842,3684317,2,82,18,68,13,17,21,1,29,1,18,44,4,9,2,3,13.048,0,0,0,0
1688350,303,0,4,4,0,51,0,0,0,42,47,5181074,6.119711512,79911,98,5101163,5181074,2,96,28,48,17,21,9,3,65,7,3,30,8,13,3,6,60.302,1.5,0,0,0
1688866,1665,36,13,14,26,370,0,17,17,258,293,5181074,6.119711512,3537,99,5177537,5181074,13,459,60,542,84,94,52,313,2,3,0,1102,2,69,2,33,485.578,43.172,18.392,18.392,0
1689304,206,0,2,2,0,5,0,1,1,2,2,5038344,5.974454412,346320,93,4692025,5038344,9,55,20,37,10,13,12,6,125,31,1,10,10,23,3,1,13.798,0.5,0,0,0
1694669,466,2,2,2,0,6,2,0,0,1,1,5038164,5.974598144,260737,94,4777410,5038164,10,58,34,54,15,22,18,209,26,13,1,100,3,6,4,3,18.032,5,5,5,0
1695636,322,3,18,20,37,335,0,12,12,220,252,5180928,6.119831603,1970,99,5179104,5180928,2,85,9,79,12,7,9,2,31,2,57,13,4,18,3,7,637.81,101.74,69.16,61.16,0
170260,287,3,5,5,1,617,2,140,152,391,435,5181074,6.119711512,3985,99,5177090,5181074,2,55,8,32,22,7,7,74,6,42,2,94,3,11,4,3,454.668,38.68,21.25,11.7,6.1
170725,296,22,7,7,4,26,1,1,2,9,9,5040723,5.964965825,43092,99,4997748,5040723,1,55,13,82,27,25,24,21,48,9,6,95,3,22,1,3,93.398,23.62,14,0,0
170911,180,3,5,7,0,12,1,0,0,3,3,4723493,5.696161134,97628,97,4625857,4723493,2,60,11,38,8,26,16,12,48,29,1,13,2,35,2,6,42.344,0,0,0,0
171100,1065,10,1,1,1,4,1,0,0,0,0,4681163,5.698796693,188022,95,4492435,4681163,13,327,50,252,19,88,61,121,18,377,0,389,7,49,3,27,22,0,0,0,0
171101,1457,9,1,1,1,10,0,2,3,3,3,5151083,6.089663842,206258,95,4944680,5151083,19,454,80,275,36,95,63,100,47,631,1,370,9,75,1,34,23.75,1.25,0,0,0
171140,909,5,4,5,2,69,7,0,0,53,53,5180928,6.119831603,50534,99,5130523,5180928,6,285,44,124,25,23,19,104,8,1,1,597,6,16,1,21,87.43,54.05,3,0,0
171150,1386,9,2,2,2,20,3,0,0,8,11,5181074,6.119711512,105524,97,5075577,5181074,31,435,83,242,38,108,66,60,88,789,6,136,15,89,6,34,47.014,34.02,15.52,0,0
171157,656,11,4,4,5,19,3,2,2,4,4,5162908,6.099115126,64342,98,5098594,5162908,4,96,24,68,13,37,27,12,144,19,2,25,7,19,3,7,71.826,14.25,0,0,0
171231,194,2,2,2,1,16,1,0,0,11,12,5036908,5.965735576,124649,97,4911996,5036908,1,44,7,37,11,16,16,8,13,57,1,72,5,4,0,3,37.776,3,3,0,0
171275,650,10,16,16,7,132,1,7,7,86,94,5187054,6.124128646,10805,99,5176262,5187054,10,150,31,149,25,56,51,116,42,213,7,158,8,26,2,17,257.424,57.804,38.3,21.3,17.25
171730,405,65,25,26,1,183,0,5,5,127,136,5190687,6.12617051,9455,99,5181243,5190687,2,88,7,119,35,33,29,16,60,12,9,70,14,44,8,25,281.518,38.25,1,1,1
171773,367,8,2,2,1,46,1,2,2,35,38,5181074,6.119711512,79464,98,5101610,5181074,3,79,27,54,21,17,29,73,17,147,1,97,2,17,1,7,60.608,4.95,3,3,0
172064,536,3,3,3,1,11,1,1,1,5,5,5180722,6.109528412,133449,97,5046841,5180722,9,156,34,112,14,22,22,43,13,2,3,405,2,44,1,7,37.272,8.08,8.08,8.08,0
172216,1065,14,6,7,0,51,3,3,3,32,36,4753611,5.491469592,48165,98,4705749,4753611,7,256,29,401,86,60,46,132,3,1,1,549,3,45,3,27,74.37,6.024,0,0,0
172248,845,14,9,11,7,43,1,2,2,22,22,5181074,6.119711512,28710,99,5152392,5181074,15,232,31,181,24,46,45,29,98,97,7,492,26,43,2,21,132.5,76.33,73.33,12.25,12.25
172642,417,8,11,14,16,228,3,34,39,118,139,5190687,6.12617051,8120,99,5182568,5190687,3,56,26,68,43,32,20,205,20,19,2,109,5,24,5,6,308.718,153.594,93.38,74.93,2.35
172836,269,4,6,7,1,18,2,2,2,4,4,4612582,5.414913166,59297,98,4553306,4612582,4,59,15,51,15,20,15,4,39,1,51,49,12,15,2,8,60.49,0,0,0,0
172894,513,13,17,18,4,182,1,12,13,121,131,5181074,6.119711512,10294,99,5170810,5181074,6,121,10,98,25,40,22,11,63,8,34,83,3,44,4,6,265.512,45.842,30.912,15.112,5.08
173352,254,2,9,10,6,32,1,3,3,9,9,5094648,6.036925692,28748,99,5065891,5094648,4,69,8,56,10,11,8,2,5,31,4,162,2,9,1,13,128.356,48.16,48.16,0,0
173929,777,0,4,6,1,74,0,1,1,62,63,5067967,6.002901805,44368,99,5023588,5067967,6,205,42,111,24,36,23,392,33,9,1,207,5,9,4,15,92.668,3,3,3,0
174023,672,11,7,11,0,78,1,5,6,49,57,5185017,6.122024167,43385,99,5141925,5185017,17,120,56,88,34,31,26,271,76,24,1,30,3,26,3,14,98.244,25.6,12.35,0,0
174327,943,3,6,6,5,15,3,0,0,1,1,5068592,6.005985048,47052,99,5021657,5068592,18,298,79,122,26,101,38,10,245,510,1,21,14,89,5,18,88.784,49.08,44,0,0
174329,623,3,7,8,7,30,2,2,2,7,10,5128665,6.068687195,33528,99,5095112,5128665,6,240,35,78,25,68,28,11,182,224,4,22,10,61,4,9,116.282,4.8,0,0,0
174330,999,3,5,5,0,10,4,1,1,0,0,5168622,6.102361575,142858,97,5025844,5168622,18,420,99,83,26,108,33,7,236,435,5,24,12,84,4,11,34.69,0,0,0,0
174362,1317,36,9,9,1,29,2,0,0,11,12,5114651,6.054304773,56189,98,5058487,5114651,6,424,46,421,54,85,45,186,2,1,1,940,3,74,3,23,78.668,16.108,8.608,8.608,0
174528,1121,5,2,2,9,28,0,3,3,12,12,5168589,6.102312171,44054,99,5124567,5168589,11,275,79,180,26,43,27,160,7,6,7,608,2,11,2,14,96.53,37.33,27.08,18.08,13
174796,415,5,12,24,6,53,2,0,0,17,17,5098110,6.04083628,20185,99,5077941,5098110,4,118,14,123,10,27,14,1,12,1,265,31,2,17,4,9,165.084,35.25,16.25,0,0
175139,145,1,1,1,0,3,2,0,0,0,0,5181074,6.119711512,661312,87,4519313,5181074,4,31,9,22,4,8,4,18,49,11,3,9,8,5,1,3,8.016,3,3,3,3
175150,366,11,25,30,4,76,3,1,1,32,34,5181074,6.119711512,11118,99,5169973,5181074,10,74,14,80,48,42,28,149,32,44,2,59,4,42,2,16,252.368,41.332,22.582,15.83,7.33
175204,355,1,2,2,0,5,1,0,0,1,1,5177907,6.107157591,253966,95,4923905,5177907,12,98,21,49,9,37,20,2,105,40,3,4,2,8,0,7,19.4,5.08,5.08,0,0
175222,1022,3,1,1,0,2,1,0,0,0,0,3628824,4.938056448,269786,92,3359040,3628824,20,281,65,175,20,79,50,42,98,606,1,91,16,57,3,21,10.736,0,0,0,0
